keys,en,ru
PROFILE_SHARE_EXPORT_ERR_PLAYWRIGHT,Install Playwright: pip install playwright && playwright install msedge,Установите Playwright: pip install playwright && playwright install msedge
PROFILE_SHARE_EXPORT_ERR_PYTHON,Python not found for HTML export,Не найден Python для HTML-экспорта
PROFILE_SHARE_EXPORT_ERR_CODE,Export error: %s,Ошибка экспорта: %s
PROFILE_SHARE_EXPORT_ERR_RENDER,Could not render card,Не удалось отрисовать карточку
PROFILE_SHARE_EXPORT_ERR_WRITE,Could not save PNG,Не удалось сохранить PNG
PROFILE_SHARE_EXPORT_OK,Saved: %s,Сохранено: %s
PROFILE_SHARE_EXPORT_SAVING,Saving…,Сохранение…
PROFILE_SHARE_FAVORITE_GENRE,Favorite genre,Любимый жанр
PROFILE_SHARE_FOOTER_SITE,rhythmfall.gg,rhythmfall.gg
PROFILE_SHARE_GENRE_PERCENT,%.0f%% of all plays,%.0f%% всех прохождений
PROFILE_SHARE_GRADES_TOTAL,Graded clears,Прохождений с оценкой
PROFILE_SHARE_LEVELS_COMPLETED,Levels completed,Уровней пройдено
PROFILE_SHARE_MASTERY_OF,%d / %d groups,%d / %d групп
PROFILE_SHARE_MASTERY_SUMMARY,Collection: %d / %d groups,Коллекция: %d / %d групп
PROFILE_SHARE_MODAL_FOOTER,1–5 or click · Enter save · Shift+Enter save all · Esc back,1–5 или клик · Enter сохранить · Shift+Enter все · Esc назад
PROFILE_SHARE_MODAL_HINT,Save your profile stats as PNG cards and share them. Pick one with 1–5 or save all five.,Сохраните статистику профиля в PNG-карточках и поделитесь. Выберите одну (1–5) или сохраните все пять.
PROFILE_SHARE_MODAL_TITLE,Export statistics,Экспорт статистики
PROFILE_SHARE_MUSIC_FACT,%s · %.0f%% of plays,%s · %.0f%% прохождений
PROFILE_SHARE_MUSIC_FACT_DIVERSITY,You unlocked %d of %d genre groups,Открыто %d из %d жанровых групп
PROFILE_SHARE_MUSIC_FACT_SECOND,#2 genre: %s · %.0f%%,#2 жанр: %s · %.0f%%
PROFILE_SHARE_MUSIC_FACT_TOP,You play %s more than any other genre,Чаще всего играешь %s
PROFILE_SHARE_NOTES_HIT,%d notes hit,%d попаданий
PROFILE_SHARE_NOTES_MISS,%d notes missed,%d промахов
PROFILE_SHARE_OPEN_BUTTON,Export,Экспорт
PROFILE_SHARE_OVERVIEW_META,%s · %d plays,%s · %d прохождений
PROFILE_SHARE_OVERVIEW_STATS,Lv.%d · %.1f%% · %s · %d tracks,Ур.%d · %.1f%% · %s · %d треков
PROFILE_SHARE_PREVIEW_LOADING,Preparing cards…,Подготовка карточек…
PROFILE_SHARE_PROGRESS_META,%d tracks · %s,%d треков · %s
PROFILE_SHARE_RECAP_BRAND,RhythmFall Recap,RhythmFall Recap
PROFILE_SHARE_RECAP_MUSIC,Genre profile,Жанровый профиль
PROFILE_SHARE_RECAP_OVERVIEW,Profile overview,Обзор профиля
PROFILE_SHARE_RECAP_RECORDS,Achievements & records,Достижения и рекорды
PROFILE_SHARE_RECAP_PLAY_MODES,Play modes,Режимы
PROFILE_SHARE_RECAP_STATISTICS,In numbers,В цифрах
PROFILE_SHARE_RECAP_SUB_OVERVIEW,Your profile,Ваш профиль
PROFILE_SHARE_RECAP_SUB_STATISTICS,All-time,За всё время
PROFILE_SHARE_RECAP_SUB_MUSIC,Genres & mastery,Жанры и мастерство
PROFILE_SHARE_RECAP_SUB_RECORDS,Peaks & milestones,Пики и достижения
PROFILE_SHARE_RECAP_SUB_PLAY_MODES,Marathon · mods · endless,Марафон · моды · бесконечный
PROFILE_SHARE_MEMBER_SINCE,In RhythmFall since %s,В RhythmFall с %s
PROFILE_SHARE_MEMBER_SINCE_LABEL,Member since,В игре с
PROFILE_SHARE_SEC_COMBAT,Combat,Бой
PROFILE_SHARE_SEC_RUN_PEAKS,Peak stats,Пиковые значения
PROFILE_SHARE_SEC_COLLECTION,Collection,Коллекция
PROFILE_SHARE_COLLECTION_GROUPS,%d of %d groups with mastery,%d из %d групп с мастерством
PROFILE_SHARE_COLLECTION_GENRES,%d of %d genres discovered,%d из %d жанров открыто
PROFILE_SHARE_COLLECTION_FULL,%d groups fully explored,%d групп полностью изучено
PROFILE_SHARE_COLLECTION_BEST,Deepest: %s · Lv.%d,Глубже всего: %s · ур.%d
PROFILE_SHARE_SEC_RR_TOP,More top RR,Ещё в топе RR
PROFILE_SHARE_SEC_PROGRESS,Progress,Прогресс
PROFILE_SHARE_SEC_GRADES_SHORT,Grades,Оценки
PROFILE_SHARE_HIT_RATE,Hit rate,Попадания
PROFILE_SHARE_STAT_HERO_SUB,%s hits · %s%% accuracy,%s попаданий · точность %s%%
PROFILE_SHARE_STAT_HERO_HITS,%s notes hit,%s попаданий
PROFILE_SHARE_CHART_SESSIONS,Last %d runs,Последние %d забегов
PROFILE_SHARE_MASTERY_HINT,Each genre group levels up as you play tracks in it (Lv.1–20).,"Группа жанра растёт, когда вы играете треки из неё (ур. 1–20)."
PROFILE_SHARE_RR_PEAK,Best Rhythm Rating,Лучший RR
PROFILE_SHARE_FACT_OVR_GENRE_GAP,%s is %d pp ahead of %s.,%s на %d п.п. впереди %s.
PROFILE_SHARE_FACT_GENRE_GAP,%s is %d pp ahead of %s.,%s на %d п.п. впереди %s.
PROFILE_SHARE_FACT_OVR_SS_SHARE,%d%% of your graded clears are SS.,%d%% ваших оценок — SS.
PROFILE_SHARE_FACT_OVR_FAVORITE,%s is your most played track (%d runs).,%s — ваш самый частый трек (%d забегов).
PROFILE_SHARE_FACT_OVR_DAYS,You've been in RhythmFall for %d days.,Вы в RhythmFall уже %d дней.
PROFILE_SHARE_FACT_OVR_XP,You're %d%% of the way to the next level.,До следующего уровня осталось %d%% прогресса.
PROFILE_SHARE_FACT_OVR_GRADE_PERFECT,Every cleared level on this card is an SS.,На карточке — только SS: идеальная серия.
PROFILE_SHARE_FACT_STAT_MISS_SHARE,Only %s notes missed — just %s%% of all played.,Всего %s промахов — это %s%% от всех нот.
PROFILE_SHARE_FACT_STAT_AVG_HITS,You average %d notes hit per run.,В среднем %d попаданий за забег.
PROFILE_SHARE_FACT_STAT_TREND,Accuracy is %s over your last %d runs.,Точность %s за последние %d забегов.
PROFILE_SHARE_FACT_TREND_UP,rising,растёт
PROFILE_SHARE_FACT_TREND_DOWN,slipping,снижается
PROFILE_SHARE_FACT_TREND_STABLE,holding steady,стабильна
PROFILE_SHARE_FACT_STAT_SS_SHARE,SS grades are %d%% of your clears.,SS — %d%% всех ваших оценок.
PROFILE_SHARE_FACT_STAT_COMBO_MISS,Your best combo is %dx longer than total misses.,Лучший комбо в %d раз больше всех промахов.
PROFILE_SHARE_FACT_MUS_GENRE_GAP,%s is %d pp ahead of %s.,%s на %d п.п. впереди %s.
PROFILE_SHARE_FACT_MUS_DISCOVERY,You've discovered %d of %d catalog genres.,Вы открыли %d из %d жанров каталога.
PROFILE_SHARE_FACT_MUS_FULL_GROUPS,%d genre groups are fully explored.,%d жанровых групп изучены полностью.
PROFILE_SHARE_FACT_MUS_PLAY_VS_MASTERY,You play %s most (Lv.%d) but mastered %s deepest (Lv.%d).,"Чаще играете %s (ур.%d), а глубже всего прокачали %s (ур.%d)."
PROFILE_SHARE_FACT_MUS_DEEP_GROUP,Your deepest mastery is %s at Lv.%d.,Глубже всего прокачан %s — ур.%d.
PROFILE_SHARE_FACT_MUS_DEEP_GROUP_DISC,%s is Lv.%d with %d/%d genres found.,"%s — ур.%d, открыто %d из %d жанров."
PROFILE_SHARE_FACT_REC_RR_SPREAD,Your top RR results span %d points.,Разброс RR в топе — %d очков.
PROFILE_SHARE_FACT_REC_SHARED_TRACK,%s appears in multiple personal records.,%s встречается в нескольких ваших рекордах.
PROFILE_SHARE_FACT_REC_MOD_CHALLENGE,Your toughest mod stack added +%d%% difficulty.,Самый жёсткий набор модов дал +%d%% сложности.
PROFILE_SHARE_FACT_REC_MILESTONE_STORY,%s — on %s.,%s — на треке «%s».
PROFILE_SHARE_FACT_REC_EXTREME,Personal best: %s.,Личный рекорд: %s.
PROFILE_SHARE_RECAP_SUBTITLE,All-time statistics,Накопительная статистика
PROFILE_SHARE_RECAP_TAGLINE,Your journey in RhythmFall.,Твой путь в RhythmFall.
PROFILE_SHARE_RECORDS_MEDALS,%d medals,%d медалей
PROFILE_SHARE_RECORDS_RR,%d RR · best streak %d,%d RR · серия %d
PROFILE_SHARE_RENDERER_GODOT,Design: Godot UI (fallback — install Playwright),Дизайн: Godot UI (fallback — установите Playwright)
PROFILE_SHARE_RENDERER_HTML,Design: HTML/CSS (Wrapped),Дизайн: HTML/CSS (Wrapped)
PROFILE_SHARE_RESULT_TITLE,Export cards,Экспорт карточек
PROFILE_SHARE_RR_EARNED,RR earned,Заработано RR
PROFILE_SHARE_RR_LINE,RR %d,RR %d
PROFILE_SHARE_SAVE_ALL,Save all five,Сохранить все
PROFILE_SHARE_SAVE_ALL_DIALOG,Choose folder for all cards,Папка для всех карточек
PROFILE_SHARE_SAVE_DIALOG,Save card as PNG,Сохранить карточку в PNG
PROFILE_SHARE_SAVE_ONE,Save selected,Сохранить выбранную
PROFILE_SHARE_SECTION_HINT,Pick a card with 1–5 or click · Enter — save PNG · Shift+Enter — save all five,Выберите карточку 1–5 или кликом · Enter — PNG · Shift+Enter — все пять
PROFILE_SHARE_SECTION_TITLE,Share cards,Карточки статистики
PROFILE_SHARE_SEC_CHART,Accuracy trend,Тренд точности
PROFILE_SHARE_SEC_FACT,Interesting fact,Интересный факт
PROFILE_SHARE_SEC_FAV_GENRE,Favorite genre,Любимый жанр
PROFILE_SHARE_SEC_FAV_TRACK,Favorite track,Любимый трек
PROFILE_SHARE_SEC_GRADES,Best grades,Лучшие оценки
PROFILE_SHARE_SEC_LEADERS,Collection leaders,Лидеры коллекции
PROFILE_SHARE_SEC_MASTERY,Genre mastery,Мастерство жанров
PROFILE_SHARE_SEC_MILESTONES,Achievements,Достижения
PROFILE_SHARE_SEC_MODS,Modifier records,Рекорды модов
PROFILE_SHARE_SEC_MARATHON,Marathon,Марафон
PROFILE_SHARE_SEC_MOD_CLEARS,Modifier clears,Прохождения с модами
PROFILE_SHARE_SEC_ENDLESS,Endless,Бесконечный
PROFILE_SHARE_HERO_MARATHON_ROUTES,Routes cleared,Маршрутов пройдено
PROFILE_SHARE_HERO_MOD_CLEARS,Modifier clears,Прохождений с модами
PROFILE_SHARE_FACT_MOD_MARATHON_COMPLETE,Marathon: %d of %d routes cleared.,Марафон: пройдено %d из %d маршрутов.
PROFILE_SHARE_FACT_MOD_TOP_MOD,Most played mod: %s ×%d.,Чаще всего: %s ×%d.
PROFILE_SHARE_FACT_MOD_HARDEST_STACK,Hardest stack cleared: %d+ mods.,Жёсткий набор: %d+ модов.
PROFILE_SHARE_FACT_MOD_ENDLESS_STREAK,Endless best streak: %d tracks.,Бесконечный: серия %d треков.
PROFILE_SHARE_FACT_MOD_BADGE_TIER,Best marathon medal: %s.,Лучшая медаль марафона: %s.
PROFILE_SHARE_SEC_RECORDS,Your records,Ваши рекорды
PROFILE_SHARE_SEC_STATS_GRID,Statistics,Статистика
PROFILE_SHARE_SEC_STREAKS,Streaks,Серии
PROFILE_SHARE_SEC_TOP_GENRES,Top genres,Топ жанров
PROFILE_SHARE_STREAK_BEST_CLEAR,Best clear streak,Лучшая серия прохождений
PROFILE_SHARE_STREAK_BEST_LOGIN,Best login streak,Лучшая серия входов
PROFILE_SHARE_STREAK_CLEAR,Best clear streak: %d days,Лучшая серия: %d дн.
PROFILE_SHARE_STREAK_CUR_CLEAR,Current clear streak,Текущая серия прохождений
PROFILE_SHARE_STREAK_CUR_LOGIN,Current login streak,Текущая серия входов
PROFILE_SHARE_TOP_GENRES,Top genres,Топ жанров
PROFILE_SHARE_WRAPPED_BRAND,RHYTHMFALL WRAPPED,RHYTHMFALL WRAPPED
PROFILE_SHARE_WRAPPED_MUSIC,Your music profile,Ваш музыкальный профиль
PROFILE_SHARE_WRAPPED_OVERVIEW,Your year in music,Ваш год в музыке
PROFILE_SHARE_WRAPPED_RECORDS,Your achievements & records,Ваши достижения и рекорды
PROFILE_SHARE_WRAPPED_STATISTICS,Your statistics,Ваша статистика
PROFILE_LEVEL_SHORT,Lv.%d,Ур.%d
PROFILE_DAYS_FMT,%d days,%d дн.
PROFILE_SHARE_BPM_FMT,%d BPM,%d BPM
PROFILE_SHARE_SEC_OVERVIEW_EXTRA,Highlights,Сводка
PROFILE_SHARE_WRAPPED_TAGLINE,Keep pushing your limits.,Продолжай бить рекорды.

HELP_SHOWCASE_MODES_TITLE,Chart goal,Цель генерации
HELP_SHOWCASE_MODES_CAPTION,"Choose Original (close to the audio) or Arcade (playable, grid-friendly).","Выбери Оригинал (ближе к аудио) или Аркаду (играбельно, к сетке)."
HELP_SHOWCASE_MODE_MINIMAL,Minimal,Минимал
HELP_SHOWCASE_MODE_MINIMAL_TIP,Low density and strong grid snap — dry readable pattern.,Низкая плотность и жёсткая сетка — сухой читаемый паттерн.
HELP_SHOWCASE_MODE_BASIC,Basic,Базовый
HELP_SHOWCASE_MODE_BASIC_TIP,Balanced defaults for most tracks.,Сбалансированные значения для большинства треков.
HELP_SHOWCASE_MODE_ENHANCED,Enhanced,Усложнённый
HELP_SHOWCASE_MODE_ENHANCED_TIP,Higher fill and density — busier chart.,Выше заполнение и плотность — насыщеннее чарт.
